NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"IDA M STEVENS FOUNDATION INC",T,"1912 HAMILTON ST STE 203 JACKSONVILLE, FL 32210",30.283312,-81.722176,1,rooftop,1912,"Hamilton St",Ste,203,Jacksonville,FL,"Duval County",32210,US,Duval
"NORTH JACKSONVILLE LODGE NO 2134 LOYAL ORDER OF MOOSE",S,"9703 LEM TURNER RD JACKSONVILLE, FL 32208",30.414149,-81.69271,1,rooftop,9703,"Lem Turner Rd",,,Jacksonville,FL,"Duval County",32208,US,Duval
"FAIRWAYS FOREST CIVIC ASSOCIATION INC",S,"PO BOX 11522 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,11522,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"FIRST COAST ACADEMY OF NUTRITION AND DIETETICS",S,"PO BOX 11964 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,11964,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"SONS OF CONFEDERATE VETERANS INC",W,"6550 ST AUGUSTINE ROAD ROOM 304 JACKSONVILLE, FL 32217",30.254519,-81.626581,1,rooftop,6550,"St Augustine Rd",Ste,304,Jacksonville,FL,"Duval County",32217,US,Duval
"ARLINGTON LIONS CLUB HOLDING CORPORATION",S,"6523 COMMERCE ST JACKSONVILLE, FL 32211",30.334978,-81.591796,1,rooftop,6523,"Commerce St",,,Jacksonville,FL,"Duval County",32211,US,Duval
"APPRAISAL INSTITUTE",S,"6029 MORROW ST E JACKSONVILLE, FL 32217",30.259923,-81.622913,1,rooftop,6029,"Morrow St E",,,Jacksonville,FL,"Duval County",32217,US,Duval
"JACKSONVILLE CHAMBER FOUNDATION INC",S,"3 INDEPENDENT DR JACKSONVILLE, FL 32202",30.32523,-81.65816,1,rooftop,3,"Independent Dr",,,Jacksonville,FL,"Duval County",32202,US,Statewide2
"LOUIS PORTNOY FAMILY FOUNDATION INC",T,"2817 FOREST MILL LN JACKSONVILLE, FL 32257",30.198898,-81.636416,1,rooftop,2817,"Forest Mill Ln",,,Jacksonville,FL,"Duval County",32257,US,Duval
"NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS JACKSONVILL",S,"PO BOX 37028 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37028,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"YORK RITE ASSOCIATION INC",S,"1237 MCDUFF AVE S JACKSONVILLE, FL 32205",30.307276,-81.702505,1,rooftop,1237,"McDuff Ave S",,,Jacksonville,FL,"Duval County",32205,US,Duval
"BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",Y,"5920 COLLINS RD JACKSONVILLE, FL 32244",30.20383,-81.737947,1,rooftop,5920,"Collins Rd",,,Jacksonville,FL,"Duval County",32244,US,Duval
"FLORIDA SOCIETY OF OPHTHAMOLOGY",S,"6816 SOUTHPOINT PKWY STE 1000 JACKSONVILLE, FL 32216",30.257832,-81.589405,1,rooftop,6816,"Southpoint Pkwy",Ste,1000,Jacksonville,FL,"Duval County",32216,US,Duval
"AMERICAN LEGION",W,"2179 BENEDICT RD JACKSONVILLE, FL 32209",30.378255,-81.697316,1,rooftop,2179,"Benedict Rd",,,Jacksonville,FL,"Duval County",32209,US,Duval
"VETERANS OF FOREIGN WARS OF THE US DEPT OF FLORIDA AUXILIARY",W,"6602 DOVE CREEK DR JACKSONVILLE, FL 32244",30.229412,-81.786035,1,rooftop,6602,"Dove Creek Dr",,,Jacksonville,FL,"Duval County",32244,US,Duval
"SOUTH ATLANTA ILA EMPLOYERS DISTRICT ESCROW FUND",Y,"1336 HAINES ST JACKSONVILLE, FL 32206",30.33942,-81.637228,1,rooftop,1336,"Haines St",,,Jacksonville,FL,"Duval County",32206,US,Duval
"KNIGHTS OF COLUMBUS",Y,"PO BOX 50386 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,50386,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"BLACK HAMMOCK ISLAND CIVIC ASSOCIATION INC",S,"15772 SHARK RD W JACKSONVILLE, FL 32226",30.518519,-81.49147,1,rooftop,15772,"Shark Rd W",,,Jacksonville,FL,"Duval County",32226,US,Duval
"BETTER LIVING COMMUNITY ASSOCIATION",S,"1010 ACORN ST JACKSONVILLE, FL 32209",30.338576,-81.686619,1,rooftop,1010,"Acorn St",,,Jacksonville,FL,"Duval County",32209,US,Duval
"ABUNDANT LIFE FELLOWSHIP OF JACKSONVILLE INC",S,"2016 ANNISTON RD JACKSONVILLE, FL 32246",30.314409,-81.54257,1,rooftop,2016,"Anniston Rd",,,Jacksonville,FL,"Duval County",32246,US,Duval
"SOUTH ATLANTIC ILA EMPLOYERS VACATION AND HOLIDAY FUND",Y,"1336 HAINES ST JACKSONVILLE, FL 32206",30.33942,-81.637228,1,rooftop,1336,"Haines St",,,Jacksonville,FL,"Duval County",32206,US,Duval
"WESTSIDE BUSINESS LEADERS ASSOC INC",S,"10250 NORMANDY BLVD UNIT 701 JACKSONVILLE, FL 32221",30.275624,-81.82853,1,rooftop,10250,"Normandy Blvd",Unit,701,Jacksonville,FL,"Duval County",32221,US,Duval
"LAKE SHORE CHAPT 1495 WOMEN OF THE MOOSE",S,"5051 COLLINS RD JACKSONVILLE, FL 32244",30.194023,-81.715004,1,rooftop,5051,"Collins Rd",,,Jacksonville,FL,"Duval County",32244,US,Duval
"MONCRIEF SPRINGS IMPROVEMENT ASSOCIATION INC",S,"7435 FERNANDINA AVE JACKSONVILLE, FL 32208",30.384221,-81.680792,1,rooftop,7435,"Fernandina Ave",,,Jacksonville,FL,"Duval County",32208,US,Duval
"SEYMOUR R MARCO FAMILY FOUNDATION INC",T,"8265 BAYBERRY RD JACKSONVILLE, FL 32256",30.219234,-81.581803,1,rooftop,8265,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"THE CHESTER BEDELL MEMORIAL FOUNDATION",T,"1 INDEPENDENT DR STE 3300 JACKSONVILLE, FL 32202",30.32523,-81.65816,1,rooftop,1,"Independent Dr",Ste,3300,Jacksonville,FL,"Duval County",32202,US,Statewide2
"C HERMAN AND MARY VIRGINIA TERRY",T,"4196 HERSCHEL ST STE 1 JACKSONVILLE, FL 32210",30.286074,-81.713716,1,rooftop,4196,"Herschel St",Ste,1,Jacksonville,FL,"Duval County",32210,US,Duval
"NATIONAL COUNCIL OF NEGRO WOMEN INC",R,"1934 LENTIE RD JACKSONVILLE, FL 32209",30.37702,-81.693274,1,rooftop,1934,"Lentie Rd",,,Jacksonville,FL,"Duval County",32209,US,Duval
"ERIC FRIEDHEIM FOUNDATION INC",T,"PO BOX 551260 JACKSONVILLE, FL 32255",30.389438,-81.680806,0.5,place,551260,"PO Box",,,Jacksonville,FL,"Duval County",32255,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN LEGION AUXILIARY",W,"PO BOX 8533 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,8533,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"ROTARY DISTRICT 6970 YORK FOUNDATION INC",S,"PO BOX 47195 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,47195,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"NATIONAL ASSOCIATION OF INSURANCE WOMEN",Y,"1159 CATALINA RD W JACKSONVILLE, FL 32216",30.296891,-81.572078,1,rooftop,1159,"Catalina Rd W",,,Jacksonville,FL,"Duval County",32216,US,Duval
"INDEPENDENT ORDER OF ODD FELLOWS",Y,"1665 JONES RD JACKSONVILLE, FL 32220",30.343808,-81.806273,1,rooftop,1665,"Jones Rd",,,Jacksonville,FL,"Duval County",32220,US,Duval
"MANDARIN COMMUNITY CLUB INC",S,"12447 MANDARIN RD JACKSONVILLE, FL 32223",30.160811,-81.658779,1,rooftop,12447,"Mandarin Rd",,,Jacksonville,FL,"Duval County",32223,US,Duval
"YE MYSTIC REVELLERS INC",Y,"PO BOX 14789 JACKSONVILLE, FL 32238",30.389438,-81.680806,0.5,place,14789,"PO Box",,,Jacksonville,FL,"Duval County",32238,US,"TIGER/Line® dataset from the US Census Bureau"
"ELIZABETH EDGAR HALL CORPORATION",T,"221 N HOGAN STREET STE 508 JACKSONVILLE, FL 32202",30.328615,-81.659861,1,rooftop,221,"Hogan St N",Ste,508,Jacksonville,FL,"Duval County",32202,US,Duval
"FRATERNAL ORDER OF POLICE",Y,"5530 BERN BLVD JACKSONVILLE, FL 32001",30.389438,-81.680806,0.5,place,,,,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"JACKSONVILLE CHAPTER OF THE WOMENS ARMY CORPS VETERANS ASSOCIATION",W,"PO BOX 43215 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,43215,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"GEORGE M COHEN FOUNDATION INC",T,"8265 BAYBERRY RD JACKSONVILLE, FL 32256",30.219234,-81.581803,1,rooftop,8265,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"SHORSTEIN FAMILY FOUNDATION INC",T,"8265 BAYBERRY RD JACKSONVILLE, FL 32256",30.219234,-81.581803,1,rooftop,8265,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"ST ANDREWS EPISCOAL BUILDING & GROUNDS COMM",S,"7801 LONE STAR RD JACKSONVILLE, FL 32211",30.336353,-81.579951,1,rooftop,7801,"Lone Star Rd",,,Jacksonville,FL,"Duval County",32211,US,Duval
"SHRINERS INTERNATIONAL",Y,"3800 ST JOHNS BLUFF ROAD S JACKSONVILLE, FL 32224",30.277278,-81.526579,1,rooftop,3800,"St Johns Bluff Rd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
NAIOP,S,"PO BOX 10681 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,10681,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"BEACHES HONOR GUARD INC",S,"50622 JACKSONVILLE BEACH, FL 32250",30.258428,-81.394932,0.7,street_center,,"Jacksonville Dr",,,"Jacksonville Beach",FL,"Duval County",32250,US,"TIGER/Line® dataset from the US Census Bureau"
"LEWIS AND SYBIL ANSBACHER FAMILY FOUNDATION INC",T,"5150 BELFORT RD BLDG 100 JACKSONVILLE, FL 32256",30.244894,-81.584023,1,rooftop,5150,"Belfort Rd",Bldg,100,Jacksonville,FL,"Duval County",32256,US,Duval
"GEFEN-JAFFE FAMILY FOUNDATION INC",T,"6550 SAINT AUGUSTINE ROAD JACKSONVILLE, FL 32217",30.254519,-81.626581,1,rooftop,6550,"St Augustine Rd",,,Jacksonville,FL,"Duval County",32217,US,Duval
"J & S ANSBACHER FAMILY FOUNDATION INC",T,"3733 UNIVERSITY BLVD W STE 204 JACKSONVILLE, FL 32217",30.26271,-81.624669,1,rooftop,3733,"University Blvd W",Ste,204,Jacksonville,FL,"Duval County",32217,US,Duval
"ROTARY INTERNATIONAL",S,"4530-15 ST JOHNS AVE PO BOX 330 JACKSONVILLE, FL 32234",30.28853,-81.72106,0.96,nearest_rooftop_match,4530,"St Johns Ave",,330,Jacksonville,FL,"Duval County",32210,US,Statewide2
"WINSTON FAMILY FOUNDATION",T,"601 II RIVERSIDE AVENUE SUITE 619 JACKSONVILLE, FL 32204",30.323539,-81.681068,0.5,place,,,,,Jacksonville,FL,"Duval County",32204,US,"TIGER/Line® dataset from the US Census Bureau"
"SETZER FAMILY FOUNDATION INC",T,"8650 OLD KINGS RD S STE 12 JACKSONVILLE, FL 32217",30.222138,-81.593373,1,rooftop,8650,"Old Kings Rd S",Ste,12,Jacksonville,FL,"Duval County",32217,US,Duval
"THE FIRST COAST TIGER BAY CLUB INC",R,"PO BOX 2608 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,2608,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"TABERNACLE OF THE TEMPLES FELLOWSHIP INC",S,"4100 BEVERLY AVE JACKSONVILLE, FL 32208",30.405253,-81.713177,1,rooftop,4100,"Beverly Ave",,,Jacksonville,FL,"Duval County",32208,US,Duval
"BEAVER STREET FOUNDATION INC",T,"PO BOX 41430 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,41430,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"ARTHUR L LENAHAN SR FAMILY FOUNDATION INC",T,"5150 BELFORT RD BLDG 100 JACKSONVILLE, FL 32256",30.244894,-81.584023,1,rooftop,5150,"Belfort Rd",Bldg,100,Jacksonville,FL,"Duval County",32256,US,Duval
"BRETTE PETWAY FOUNDATION INC",T,"2223 SEMINOLE ROAD UNIT 12 ATLANTIC BEACH, FL 32233",30.353765,-81.399583,1,rooftop,2223,"Seminole Rd",Unit,12,"Atlantic Beach",FL,"Duval County",32233,US,Statewide2
"MASONIC HOME ENDOWMENT FUND INC",Y,"PO BOX 1020 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,1020,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"SELEVAN FAMILY FOUNDATION INC",T,"12901 FLAGLER CENTER BLVD JACKSONVILLE, FL 32258",30.136664,-81.514935,1,rooftop,12901,"Flagler Center Blvd",,,Jacksonville,FL,"Duval County",32258,US,Duval
"THOMAS T PHILLIPS JR FOUNDATION INC",T,"8265 BAYBERRY RD JACKSONVILLE, FL 32256",30.219234,-81.581803,1,rooftop,8265,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"BETTER BUSINESS BUREAU OF NORTHEAST FLORIDA INC",S,"4417 BEACH BLVD STE 202 JACKSONVILLE, FL 32207",30.299468,-81.620147,1,rooftop,4417,"Beach Blvd",Ste,202,Jacksonville,FL,"Duval County",32207,US,Duval
"BERG FAMILY CHARITABLE FOUNDATION",T,"4306 PABLO OAKS CT JACKSONVILLE, FL 32224",30.268686,-81.440608,1,rooftop,4306,"Pablo Oaks Ct",,,Jacksonville,FL,"Duval County",32224,US,Duval
"NORTH FLORIDA COMPENSATION & BENEFITS ASSOCIATION INC",S,"PO BOX 5802 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,5802,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"CISCO GARDENS AREA CIVIC CLUB INC",S,"11701 CISCO GARDENS RD N JACKSONVILLE, FL 32219",30.402398,-81.84139,1,rooftop,11701,"Cisco Gardens Rd N",,,Jacksonville,FL,"Duval County",32219,US,Duval
"EL BETH EL DEVELOPMENT CENTER INC",T,"PO BOX 3575 JACKSONVILLE, FL 32206",30.389438,-81.680806,0.5,place,3575,"PO Box",,,Jacksonville,FL,"Duval County",32206,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN ORFF-SCHULWERK ASSOCIATION",S,"9857 FAWN RIDGE DR JACKSONVILLE, FL 32256",30.228638,-81.554872,1,rooftop,9857,"Fawn Ridge Dr",,,Jacksonville,FL,"Duval County",32256,US,Duval
"MACHINERY INSURANCE EXCHANGE 219 NEWNAN ST",Y,"219 NEWNAN ST JACKSONVILLE, FL 32202",30.327335,-81.654947,1,range_interpolation,219,"Newnan St",,,Jacksonville,FL,"Duval County",32202,US,"TIGER/Line® dataset from the US Census Bureau"
"FIRST JACKSONVILLE KOREAN BAPTIST CHURCH",W,"3202 ATLANTIC BLVD JACKSONVILLE, FL 32207",30.30529,-81.632614,1,rooftop,3202,"Atlantic Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"LUCY GOODING CHARITABLE FOUNDATION TRUST",T,"PO BOX 37349 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37349,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"NORTHEAST FLORIDA PARALEGAL ASSOCIATION INC",S,"221 NORTH HOGAN STREET BOX 164 JACKSONVILLE, FL 32202",30.328615,-81.659861,1,rooftop,221,"Hogan St N",,164,Jacksonville,FL,"Duval County",32202,US,Duval
"MARGARET & GEORGE HELOW FAMILY FOUNDATION INC",T,"7545 CENTURION PKWY STE 102 JACKSONVILLE, FL 32256",30.241336,-81.546277,1,rooftop,7545,"Centurion Pkwy",Ste,102,Jacksonville,FL,"Duval County",32256,US,Duval
"ROTARY INTERNATIONAL",S,"PO BOX 47195 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,47195,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"ROTARY INTERNATIONAL",S,"PO BOX 51587 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,51587,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"FASHION GROUP INTERNATIONAL INC",S,"2323 FORBES ST JACKSONVILLE, FL 32204",30.313645,-81.68764,1,rooftop,2323,"Forbes St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"SOUTH QUADRANT MAINTENANCE ASSOCIATION INC",S,"6675 CORPORATE CENTER PKWY STE 100 JACKSONVILLE, FL 32216",30.257869,-81.597981,1,rooftop,6675,"Corporate Center Pkwy",Ste,100,Jacksonville,FL,"Duval County",32216,US,Duval
"FAMP JAX CHAPTER INC",S,"PO BOX 551495 JACKSONVILLE, FL 32255",30.389438,-81.680806,0.5,place,551495,"PO Box",,,Jacksonville,FL,"Duval County",32255,US,"TIGER/Line® dataset from the US Census Bureau"
"GREATER ARLINGTON CIVIC COUNCIL INC",S,"12001 MEADOWVIEW DR S JACKSONVILLE, FL 32225",30.369163,-81.507556,1,rooftop,12001,"Meadowview Dr S",,,Jacksonville,FL,"Duval County",32225,US,Duval
"UTILITY CONTRACTORS ASSOCIATION OF NORTH FLORIDA INC",W,"PO BOX 16810 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,16810,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"KIWANIS CLUB OF JACKSONVILLE CHARITABLE FOUNDATION INC",S,"5510 MILMAR CIR JACKSONVILLE, FL 32207",30.306632,-81.608225,1,rooftop,5510,"Milmar Cir",,,Jacksonville,FL,"Duval County",32207,US,Duval
"DANIEL FOUNDATION INC",T,"4203 SOUTHPOINT BLVD JACKSONVILLE, FL 32216",30.254808,-81.588879,1,rooftop,4203,"Southpoint Blvd",,,Jacksonville,FL,"Duval County",32216,US,Duval
"SUDCO INC & AFFILIATES VOLUNTARY EMPL BENEFICIARY ASSOCIATION TR",T,"PO BOX 48088 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,48088,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"SOUTHEASTERN DISTRICT-EFCA",S,"13245 ATLANTIC BLVD 4-276 JACKSONVILLE, FL 32225",30.32091,-81.460414,1,rooftop,13245,"Atlantic Blvd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"NORTHSIDE CHRISTIAN SERVICE CENTER INC",S,"3057 DUNN AVE JACKSONVILLE, FL 32218",30.439087,-81.699805,1,rooftop,3057,"Dunn Ave",,,Jacksonville,FL,"Duval County",32218,US,Duval
"ARLINGTON COLUMBIAN ASSOCIATION INC",S,"6030 ARLINGTON EXPY JACKSONVILLE, FL 32211",30.326969,-81.596225,1,rooftop,6030,"Arlington Expy",,,Jacksonville,FL,"Duval County",32211,US,Duval
"DUBOW FAMILY FOUNDATION INC",T,"PO BOX 57759 JACKSONVILLE, FL 32241",30.389438,-81.680806,0.5,place,57759,"PO Box",,,Jacksonville,FL,"Duval County",32241,US,"TIGER/Line® dataset from the US Census Bureau"
"CONTINENTAL SOCIETIES INC",T,"PO BOX 6999 JACKSONVILLE, FL 32274",30.220302,-81.747414,0.5,place,6999,"PO Box",,,Jacksonville,FL,"Duval County",32244,US,"TIGER/Line® dataset from the US Census Bureau"
"CLEARWATER CREEK COMMUNITY ASSOCIATION INC",S,"PO BOX 57262 JACKSONVILLE, FL 32241",30.389438,-81.680806,0.5,place,57262,"PO Box",,,Jacksonville,FL,"Duval County",32241,US,"TIGER/Line® dataset from the US Census Bureau"
"SOCIETY FOR MARKETING PROFESSIONAL SERVICES",S,"5200 BELFORT RD STE 400 JACKSONVILLE, FL 32256",30.243453,-81.586499,1,rooftop,5200,"Belfort Rd",Ste,400,Jacksonville,FL,"Duval County",32256,US,Duval
"IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD",S,"712 W DUVAL ST JACKSONVILLE, FL 32202",30.331084,-81.666186,1,rooftop,712,"Duval St W",,,Jacksonville,FL,"Duval County",32202,US,Duval
"VIETNAM VETERANS OF AMERICA INC",W,"2465 US HIGHWAY 1 S PMB 48 ST AUGUSTINE, FL 32086",29.853182,-81.324901,1,rooftop,2465,"US 1 S",,48,"Saint Augustine",FL,"St. Johns County",32086,US,"St Johns"
"LINKS INC",W,"PO BOX 16190 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,16190,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"LINKS INC",W,"PO BOX 16190 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,16190,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"RIVER CITY REVITALIZATION INC",R,"PO BOX 442017 JACKSONVILLE, FL 32222",30.389438,-81.680806,0.5,place,442017,"PO Box",,,Jacksonville,FL,"Duval County",32222,US,"TIGER/Line® dataset from the US Census Bureau"
"GRACE AND TRUTH TEMPLE OF THE LIVING GOD CHURCH INC",S,"933 ARDMORE ST STE 1 JACKSONVILLE, FL 32208",30.379985,-81.671187,1,rooftop,933,"Ardmore St",Ste,1,Jacksonville,FL,"Duval County",32208,US,Duval
"SONS OF CONFEDERATE VETERANS INC",W,"4884 VICTORIA CHASE CT JACKSONVILLE, FL 32257",30.208385,-81.59728,1,rooftop,4884,"Victoria Chase Ct",,,Jacksonville,FL,"Duval County",32257,US,Duval
"FLORIDA ROCK & TANK LINE FOUNDATION INC",T,"200 W FORSYTH STREET 7TH FLOOR JACKSONVILLE, FL 32202",30.327316,-81.660871,1,rooftop,200,"Forsyth St W",Fl,7,Jacksonville,FL,"Duval County",32202,US,Duval
"FOUNDATION HOLDING I INC",T,"4323 SHIRLEY AVE JACKSONVILLE, FL 32210",30.284227,-81.71648,1,rooftop,4323,"Shirley Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"FOUNDATION HOLDING II INC",T,"4323 SHIRLEY AVE JACKSONVILLE, FL 32210",30.284227,-81.71648,1,rooftop,4323,"Shirley Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"FOUNDATION HOLDING III INC",T,"4323 SHIRLEY AVE JACKSONVILLE, FL 32210",30.284227,-81.71648,1,rooftop,4323,"Shirley Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"FOUNDATION HOLDING IV INC",T,"4323 SHIRLEY AVE JACKSONVILLE, FL 32210",30.284227,-81.71648,1,rooftop,4323,"Shirley Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"RIVERSIDE FOUNDATION INC",T,"9090 BARRISTER CT JACKSONVILLE, FL 32257",30.21322,-81.605021,1,rooftop,9090,"Barrister Ct",,,Jacksonville,FL,"Duval County",32257,US,Duval
"MONUMENT POINT FELLOWSHIP",S,"13720 MOUNT PLEASANT RD JACKSONVILLE, FL 32225",30.362385,-81.48363,1,rooftop,13720,"Mt Pleasant Rd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"RIVER GARDEN FOUNDATION INC",T,"11401 OLD ST AUGUSTINE RD JACKSONVILLE, FL 32258",30.166389,-81.598836,1,rooftop,11401,"Old St Augustine Rd",,,Jacksonville,FL,"Duval County",32258,US,Duval
"GUJARATI SAMAJ OF NORTHEAST FLORIDA INC",T,"2980 BARI CT JACKSONVILLE, FL 32246",30.294002,-81.472878,1,rooftop,2980,"Bari Ct",,,Jacksonville,FL,"Duval County",32246,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"5917 OLD TIMUQUANA RD JACKSONVILLE, FL 32210",30.247564,-81.736725,1,rooftop,5917,"Old Timuquana Rd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"KNIGHTS OF COLUMBUS",Y,"3772 HELICON DR JACKSONVILLE, FL 32223",30.155726,-81.611186,1,rooftop,3772,"Helicon Dr",,,Jacksonville,FL,"Duval County",32223,US,Duval
"WARREN P AND JOANNE C POWERS CHARITABLE FOUNDATION INC",T,"9485 REGENCY SQUARE BLVD STE 110 JACKSONVILLE, FL 32225",30.327423,-81.552425,1,rooftop,9485,"Regency Square Blvd",Ste,110,Jacksonville,FL,"Duval County",32225,US,Duval
"BEACHES BUSINESS ASSOCIATION INC",S,"240 14TH AVE S JAX BCH, FL 32250",30.274897,-81.388337,1,rooftop,240,"14th Ave S",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"JACKSONVILLE FRATERNAL ORDER OF POLICE ASSOCIATES LODGE 5-30",Y,"5530 BEACH BLVD JACKSONVILLE, FL 32207",30.293535,-81.60745,1,rooftop,5530,"Beach Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"ROTARY CLUB OF EAST ARLINGTON INC",S,"8596 ARLINGTON EXPY JACKSONVILLE, FL 32211",30.323281,-81.562338,1,rooftop,8596,"Arlington Expy",,,Jacksonville,FL,"Duval County",32211,US,Duval
"KNIGHTS OF COLUMBUS",Y,"PO BOX 350582 JACKSONVILLE, FL 32235",30.389438,-81.680806,0.5,place,350582,"PO Box",,,Jacksonville,FL,"Duval County",32235,US,"TIGER/Line® dataset from the US Census Bureau"
"OCEANSIDE ROTARY CHARITIES INC",S,"PO BOX 51587 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,51587,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"BARFIELD MOCK FOUNDATION INC",T,"1225 PALMER TER JACKSONVILLE, FL 32207",30.309779,-81.63352,1,rooftop,1225,"Palmer Ter",,,Jacksonville,FL,"Duval County",32207,US,Duval
"DISTRICT ONE INC",S,"7801 DEERCREEK CLUB RD JACKSONVILLE, FL 32256",30.1916,-81.550774,1,rooftop,7801,"Deercreek Club Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"CLINT FOUNDATION",T,"7385 30TH CT VERO BEACH, FL 32967",27.727842,-80.416744,1,rooftop,7385,"30th Ct",,,"Vero Beach",FL,"Indian River County",32967,US,"Indian River County"
"NATIONAL KITCHEN & BATH ASSOC",S,"4744 PEPPERGRASS ST MIDDLEBURG, FL 32068",30.059295,-81.91534,1,rooftop,4744,"Peppergrass St",,,Middleburg,FL,"Clay County",32068,US,"Clay County"
"RIVER CITY WOMENS CLUB",S,"11551 MANDARIN COVE LN JACKSONVILLE, FL 32223",30.164905,-81.649586,1,rooftop,11551,"Mandarin Cove Ln",,,Jacksonville,FL,"Duval County",32223,US,Duval
